target,stance,stance_type,explanation,comment_id,comment_date
Immigration / immigrants,AGAINST,EXPLICIT,"I agree with the following: The commenter is against large-scale immigration, specifically mentioning Mexicans from LA being bused into Vegas, implying it affects voter registration and election outcomes.",5100286401,2020-10-06 22:35:55
Democrats,AGAINST,EXPLICIT,"I agree with the following: The commenter criticizes Democrats, mentioning the Democrat governor's 'flu orders' and suggesting cheating through mail-in ballots.",5100286401,2020-10-06 22:35:55
Covid,AGAINST,EXPLICIT,"I agree with the following: The commenter refers to 'flu orders,' likely criticizing COVID-19 measures implemented by the Democrat governor.",5100286401,2020-10-06 22:35:55
The government,AGAINST,EXPLICIT,"I agree with the following: The French government never had the Muslim youth to begin with, so the idea of losing them is questionable.",5117769184,2020-10-20 16:28:28
Muslims,AGAINST,EXPLICIT,"I agree with the following: The French never had the Muslim youth, so the notion of losing them is incorrect.",5117769184,2020-10-20 16:28:28
Islam,AGAINST,EXPLICIT,"I agree with the following: The French never had the Muslim youth, so the idea of losing them is questionable.",5117769184,2020-10-20 16:28:28
Police,AGAINST,EXPLICIT,I agree with the following: Police officers are killing people based on race.,5022306965,2020-08-08 03:17:25
Media,FAVOR,IMPLICIT,I agree with the following: Media should cover this incident.,5022306965,2020-08-08 03:17:25
Sport,AGAINST,EXPLICIT,I agree with the following: Mike Gundy's decision to apologize for wearing an OANN shirt is a sign of weakness in the context of sports.,4978597603,2020-07-03 22:33:23
Media,AGAINST,EXPLICIT,"I agree with the following: Mike Gundy should not have apologized for wearing an OANN shirt, indicating criticism of media backlash.",4978597603,2020-07-03 22:33:23
Conservatives,FAVOR,EXPLICIT,"I agree with the following: Supporting OANN, a conservative network, indicates alignment with conservative views.",4978597603,2020-07-03 22:33:23
Liberals,AGAINST,EXPLICIT,I agree with the following: Criticizing Gundy for giving in to the 'mob' implies opposition to liberal pressures.,4978597603,2020-07-03 22:33:23
Progressives,AGAINST,EXPLICIT,"I agree with the following: The term 'mob' refers to progressive groups, indicating opposition.",4978597603,2020-07-03 22:33:23
Social welfare,AGAINST,EXPLICIT,"I agree with the following: Cuomo's statement is comparable to authoritarian regimes, implying opposition to social welfare policies.",5104367192,2020-10-09 20:24:57
Fascism / Nazism,AGAINST,EXPLICIT,"I agree with the following: Cuomo's statement is comparable to authoritarian regimes, implying opposition to fascism/Nazism.",5104367192,2020-10-09 20:24:57
The government,AGAINST,EXPLICIT,"I agree with the following: Cuomo's statement is comparable to authoritarian regimes, implying opposition to government overreach.",5104367192,2020-10-09 20:24:57
Sport,AGAINST,EXPLICIT,"I agree with the following: The commenter expresses dissatisfaction with the sport, specifically referencing the '84 Series and identifying as a former Padres fan, indicating a negative stance.",5095749607,2020-10-03 15:29:59
Joe Biden,AGAINST,EXPLICIT,"I agree with the following: Joe Biden is referred to as 'Sleepy Joe,' implying criticism of him.",5029121979,2020-08-13 16:29:31
Kamala Harris,AGAINST,EXPLICIT,"I agree with the following: Kamala Harris is called 'Horrible Harris,' indicating a negative view of her.",5029121979,2020-08-13 16:29:31
Joe Biden,AGAINST,EXPLICIT,I agree with the following: There won't be fair treatment for Joe Biden.,5114274683,2020-10-17 20:38:05
Joe Biden,AGAINST,EXPLICIT,I agree with the following: The comment explicitly criticizes Joe Biden by suggesting his son's inappropriate behavior and calls for him to be sent to jail.,5131045235,2020-10-30 15:31:17
Democrats,AGAINST,IMPLICIT,"I agree with the following: The comment is critical of Joe Biden, a Democrat, implying opposition to Democrats.",5131045235,2020-10-30 15:31:17
Democrats,AGAINST,EXPLICIT,I agree with the following: The governor's statement about counting every vote without specifying legal votes is problematic and implies potential issues with the vote-counting process.,5137479761,2020-11-04 13:35:29
Politicians,AGAINST,EXPLICIT,I agree with the following: The governor's statement about counting every vote without specifying legal votes is problematic and implies potential issues with the vote-counting process.,5137479761,2020-11-04 13:35:29
The government,AGAINST,EXPLICIT,I agree with the following: The governor's statement about counting every vote without specifying legal votes is problematic and implies potential issues with the vote-counting process.,5137479761,2020-11-04 13:35:29
Republicans (GOP),AGAINST,EXPLICIT,"I agree with the following: Purdue or Ossoff, just two different faces for the same pile of excrement.",5212183882,2021-01-04 17:58:34
Democrats,AGAINST,EXPLICIT,"I agree with the following: Purdue or Ossoff, just two different faces for the same pile of excrement.",5212183882,2021-01-04 17:58:34
Politicians,AGAINST,IMPLICIT,"I agree with the following: The comment expresses skepticism about the bill, implying distrust in politicians.",5090515124,2020-09-29 21:25:31
Nancy Pelosi,AGAINST,IMPLICIT,"I agree with the following: The comment questions the integrity of Nancy Pelosi's bill, indicating opposition.",5090515124,2020-09-29 21:25:31
The government,AGAINST,IMPLICIT,I agree with the following: The skepticism towards the bill suggests a negative view of the government's actions.,5090515124,2020-09-29 21:25:31
Media,AGAINST,EXPLICIT,"I agree with the following: The photograph used here shows few people at the 'Jericho March', which gives me pause.",5186555663,2020-12-12 15:30:36
Movies,AGAINST,EXPLICIT,"I agree with the following: The commenter is skeptical about how Hollywood would portray Mother Abigail as a prophet from God, indicating a negative stance towards the movie adaptation.",5194904703,2020-12-19 16:07:49
Christianity,AGAINST,EXPLICIT,"I agree with the following: The commenter suggests that if it were any other author but Stephen King, they would say Christian undertones, implying a critical view of how Christianity is portrayed.",5194904703,2020-12-19 16:07:49
Media,AGAINST,EXPLICIT,"I agree with the following: The commenter criticizes CBS and Hollywood for not accurately portraying Mother Abigail as a prophet from God, indicating a negative stance towards the media.",5194904703,2020-12-19 16:07:49
Christians,AGAINST,EXPLICIT,"I agree with the following: The commenter is critical of how Christians are portrayed in media, suggesting a negative stance.",5194904703,2020-12-19 16:07:49
Socialism / Communism,AGAINST,EXPLICIT,I agree with the following: African Marxists are being criticized.,5108826978,2020-10-13 17:31:08
China,AGAINST,IMPLICIT,"I agree with the following: Fang Fang kissed and told, implying a negative stance towards China.",5182769560,2020-12-09 17:39:03
Covid,FAVOR,IMPLICIT,I agree with the following: Fang Fang's COVID-19 diary is acknowledged.,5182769560,2020-12-09 17:39:03
Movies,FAVOR,EXPLICIT,I agree with the following: I always liked him when he appeared in a film.,5307404724,2021-03-17 16:11:04
Jobs are (available | good),AGAINST,EXPLICIT,"I agree with the following: The comment criticizes Republican senators for supporting policies that hire foreign workers while many Americans are unemployed, indicating a negative stance towards the availability of good jobs.",5176847619,2020-12-04 16:30:28
Republicans (GOP),AGAINST,EXPLICIT,"I agree with the following: The comment questions the positive feeling about voting Republican, indicating a critical stance towards Republicans.",5176847619,2020-12-04 16:30:28
Immigration / immigrants,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes the hiring of foreign workers, showing opposition to increased immigration.",5176847619,2020-12-04 16:30:28
America / USA,FAVOR,EXPLICIT,"I agree with the following: The comment expresses concern for American workers being unemployed, indicating support for American interests.",5176847619,2020-12-04 16:30:28
Economy is good,AGAINST,EXPLICIT,"I agree with the following: The comment implies the economy is not good due to high unemployment, showing a negative stance.",5176847619,2020-12-04 16:30:28
Politicians,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes Republican senators' voting behavior, indicating a negative view of politicians.",5176847619,2020-12-04 16:30:28
The government,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes government actions, showing opposition to government policies.",5176847619,2020-12-04 16:30:28
Donald Trump,FAVOR,EXPLICIT,I agree with the following: Last week he was at the highest. Did the poll taker's call Dominion?,5228975225,2021-01-15 22:59:50
Media,AGAINST,IMPLICIT,I agree with the following: Polls in the 21st century are nothing more than propaganda nobody believes them or has any faith in them at all.,5228975225,2021-01-15 22:59:50
Republicans (GOP),AGAINST,EXPLICIT,"I agree with the following: Republicans are afraid, implying a negative stance towards them.",5044581378,2020-08-25 15:30:02
Joe Biden,AGAINST,EXPLICIT,I agree with the following: Joe Biden is a liar.,5294955793,2021-03-07 16:36:13
Jobs are (available | good),AGAINST,IMPLICIT,"I agree with the following: Manufacturing jobs in components like resistors and fuses have been lost abroad, implying fewer available jobs domestically.",5281692547,2021-02-24 23:05:46
Capitalism,AGAINST,IMPLICIT,I agree with the following: The decline of domestic manufacturing suggests criticism of capitalist practices leading to outsourcing.,5281692547,2021-02-24 23:05:46
China,AGAINST,IMPLICIT,"I agree with the following: Manufacturing has moved to countries like China, implying criticism of this trend.",5281692547,2021-02-24 23:05:46
America / USA,AGAINST,IMPLICIT,I agree with the following: The decline of domestic manufacturing in America is criticized.,5281692547,2021-02-24 23:05:46
Economy is good,AGAINST,IMPLICIT,I agree with the following: The economy is negatively impacted by the loss of domestic manufacturing.,5281692547,2021-02-24 23:05:46
Woke,AGAINST,EXPLICIT,"I agree with the following: The comment agrees with the stance that being 'woke' leads to negative consequences, as expressed in the most liked comment 'Get woke, Go broke.'",5055293464,2020-09-02 16:17:00
Social welfare,AGAINST,EXPLICIT,"I agree with the following: People on welfare do not have to pay rent, which is a negative situation.",5370950087,2021-05-05 02:42:18
Democrats,AGAINST,EXPLICIT,I agree with the following: Democrats are turning the U.S. into Venezuela through excessive social welfare.,5370950087,2021-05-05 02:42:18
The government,AGAINST,EXPLICIT,"I agree with the following: The government provides welfare housing without requiring rent, which is a negative situation.",5370950087,2021-05-05 02:42:18
Liberals,AGAINST,EXPLICIT,I agree with the following: Liberals are turning the U.S. into Venezuela through excessive social welfare.,5370950087,2021-05-05 02:42:18
Progressives,AGAINST,EXPLICIT,I agree with the following: Progressives are turning the U.S. into Venezuela through excessive social welfare.,5370950087,2021-05-05 02:42:18
